nohup: ignoring input
==== Stage 1: forget_inc={0,8,11,40,51}; forget_seen={}; all={0,8,11,40,51,66,67,88,94,57} ====
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
Namespace(in_dataset='CIFAR-100', out_datasets=['inat', 'sun50', 'places50', 'dtd'], backbone='resnet34', method='top5-palm-cache6-ema0.999', seed=1, gpu='0', epochs=50, batch_size=128, lr=0.001, weight_decay=0.0001, print_every=50, fine_tune=False, temp=0.08, cosine=True, warm=False, lr_decay_epochs='700,800,900', lr_decay_rate=0.1, layers=100, depth=40, width=4, growth=12, droprate=0.0, save_path='CIFAR-10-ResNet18.pt', load_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt', reduce=0.5, score='mahalanobis', threshold=1.0, k=5, momentum=0.9, proto_m=0.999, cache_size=6, nviews=2, lambda_pcon=1.0, epsilon=0.05, incremental=False, use_lora=True, lora_impl='peft', lora_r=8, lora_alpha=32, lora_dropout=0.05, lora_target='both', adapter_save_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1', adapter_load_path=None, adapter_load_paths=None, lora_new_adapter_name='train_s1', lora_stack=True, lora_orth_enable=True, lora_orth_lambda=0.1, forget_classes='0,8,11,40,51,66,67,88,94,57', forget_list_path=None, forget_classes_inc='0,8,11,40,51', forget_classes_seen=None, forget_lambda=0.2, forget_margin=100.0, forget_strategy='proto', centers_path=None, precision_path=None, batch_forget_mode='balanced', forget_proto_enable=False, forget_attr_w=1.0, forget_proto_rep_w=1.0, forget_avgproto_enable=True, forget_avgproto_w=1.0, umap_enable=False, umap_by='domain', umap_max_points=20000, umap_neighbors=15, umap_min_dist=0.05, umap_metric='cosine', umap_save_path=None, umap_rf_only=False, keep_cache=False, argument=True)
Files already downloaded and verified
ckpt loaded from checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt
[peft] added trainable adapter 'train_s1'
[peft] set_adapter(list) failed: unhashable type: 'list'; fallback to last adapter
[peft] active adapter set to: train_s1
resnet34-top5-palm-cache6-ema0.999: Number of model parameters: 22082496
[debug] trainable_count = 16
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.head.2.lora_A.train_s1.weight
[debug] trainable: base_model.model.head.2.lora_B.train_s1.weight
[debug][warn] non-LoRA trainables detected: ['base_model.model.encoder.layer4.0.conv1.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.conv1.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.0.conv2.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.conv2.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.1.conv1.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.1.conv1.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.1.conv2.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.1.conv2.lora_B.train_s1.weight']
[loss] ep 31 it 210 total=6.1374 mle=1.8004 pcon=4.6894 forget=1.8898 favg=-2.2422 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 31 it 260 total=5.9986 mle=1.7242 pcon=4.6882 forget=1.9085 favg=-2.3223 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 31 it 310 total=6.0228 mle=1.7056 pcon=4.6869 forget=1.9135 favg=-2.2832 nr=25 nf=25 protos=570 fproto_sim=NA
[loss] ep 31 it 360 total=5.8386 mle=1.5313 pcon=4.6857 forget=1.9242 favg=-2.3027 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 32 it 20 total=5.8107 mle=1.4914 pcon=4.6847 forget=1.9354 favg=-2.3008 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 32 it 70 total=6.1687 mle=1.7944 pcon=4.6836 forget=1.9446 favg=-2.2539 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 32 it 120 total=5.9169 mle=1.5362 pcon=4.6826 forget=1.9481 favg=-2.2500 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 32 it 170 total=6.0528 mle=1.6737 pcon=4.6815 forget=1.9515 favg=-2.2539 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 32 it 220 total=6.0417 mle=1.6577 pcon=4.6805 forget=1.9496 favg=-2.2461 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 32 it 270 total=5.8134 mle=1.4448 pcon=4.6795 forget=1.9626 favg=-2.2734 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 32 it 320 total=5.9919 mle=1.6336 pcon=4.6785 forget=1.9688 favg=-2.2891 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 32 it 370 total=5.8491 mle=1.5091 pcon=4.6775 forget=1.9887 favg=-2.3262 nr=23 nf=23 protos=570 fproto_sim=NA
[loss] ep 33 it 30 total=5.9856 mle=1.6396 pcon=4.6765 forget=1.9918 favg=-2.3223 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 33 it 80 total=5.8180 mle=1.4691 pcon=4.6754 forget=1.9918 favg=-2.3184 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 33 it 130 total=5.9280 mle=1.5401 pcon=4.6745 forget=1.9868 favg=-2.2734 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 33 it 180 total=6.1942 mle=1.8434 pcon=4.6735 forget=2.0054 favg=-2.3281 nr=38 nf=38 protos=570 fproto_sim=NA
 68%|██████▊   | 34/50 [23:20<08:02, 30.19s/it] 70%|███████   | 35/50 [23:50<07:31, 30.12s/it] 72%|███████▏  | 36/50 [24:20<07:01, 30.09s/it] 74%|███████▍  | 37/50 [24:49<06:26, 29.75s/it] 76%|███████▌  | 38/50 [25:24<06:18, 31.51s/it] 78%|███████▊  | 39/50 [26:00<05:58, 32.63s/it] 80%|████████  | 40/50 [26:34<05:32, 33.22s/it] 82%|████████▏ | 41/50 [27:12<05:11, 34.66s/it] 84%|████████▍ | 42/50 [27:47<04:38, 34.78s/it][loss] ep 33 it 230 total=6.3700 mle=1.9501 pcon=4.6726 forget=1.9856 favg=-2.2383 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 33 it 280 total=6.3785 mle=2.0350 pcon=4.6718 forget=2.0136 favg=-2.3418 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 33 it 330 total=6.4572 mle=2.0755 pcon=4.6709 forget=1.9940 favg=-2.2832 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 33 it 380 total=6.1535 mle=1.8039 pcon=4.6700 forget=2.0214 favg=-2.3418 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 34 it 40 total=6.0374 mle=1.6560 pcon=4.6691 forget=2.0210 favg=-2.3086 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 34 it 90 total=5.8163 mle=1.4685 pcon=4.6681 forget=2.0351 favg=-2.3555 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 34 it 140 total=5.8716 mle=1.5031 pcon=4.6672 forget=2.0275 favg=-2.3262 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 34 it 190 total=6.1307 mle=1.7438 pcon=4.6663 forget=2.0311 favg=-2.3105 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 34 it 240 total=6.3066 mle=1.9328 pcon=4.6654 forget=2.0325 favg=-2.3242 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 34 it 290 total=6.0648 mle=1.6982 pcon=4.6646 forget=2.0438 favg=-2.3418 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 34 it 340 total=5.9304 mle=1.5585 pcon=4.6638 forget=2.0460 favg=-2.3379 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 35 it 0 total=5.9519 mle=1.5780 pcon=4.6630 forget=2.0489 favg=-2.3379 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 35 it 50 total=6.2171 mle=1.8554 pcon=4.6620 forget=2.0668 favg=-2.3672 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 35 it 100 total=6.1418 mle=1.7789 pcon=4.6612 forget=2.0610 favg=-2.3594 nr=43 nf=43 protos=570 fproto_sim=NA
[loss] ep 35 it 150 total=6.2035 mle=1.8197 pcon=4.6604 forget=2.0710 favg=-2.3477 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 35 it 200 total=5.8422 mle=1.4820 pcon=4.6595 forget=2.0737 favg=-2.3730 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 35 it 250 total=6.0432 mle=1.6792 pcon=4.6587 forget=2.0803 favg=-2.3750 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 35 it 300 total=5.9405 mle=1.5578 pcon=4.6579 forget=2.0665 favg=-2.3418 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 35 it 350 total=6.1979 mle=1.8247 pcon=4.6572 forget=2.0637 favg=-2.3477 nr=21 nf=21 protos=570 fproto_sim=NA
[loss] ep 36 it 10 total=6.2490 mle=1.8691 pcon=4.6565 forget=2.0828 favg=-2.3594 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 36 it 60 total=5.9491 mle=1.5897 pcon=4.6557 forget=2.0826 favg=-2.3789 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 36 it 110 total=5.9540 mle=1.5924 pcon=4.6550 forget=2.0895 favg=-2.3828 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 36 it 160 total=6.1229 mle=1.7419 pcon=4.6543 forget=2.0802 favg=-2.3535 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 36 it 210 total=5.8449 mle=1.4755 pcon=4.6535 forget=2.0870 favg=-2.3711 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 36 it 260 total=5.8132 mle=1.4430 pcon=4.6528 forget=2.0963 favg=-2.3789 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 36 it 310 total=6.0807 mle=1.6799 pcon=4.6520 forget=2.0769 favg=-2.3281 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 36 it 360 total=5.8025 mle=1.4254 pcon=4.6512 forget=2.0969 favg=-2.3711 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 37 it 20 total=6.1995 mle=1.8169 pcon=4.6505 forget=2.1032 favg=-2.3711 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 37 it 70 total=6.1968 mle=1.8171 pcon=4.6498 forget=2.1069 favg=-2.3770 nr=40 nf=40 protos=570 fproto_sim=NA
[loss] ep 37 it 120 total=6.0543 mle=1.6566 pcon=4.6491 forget=2.0962 favg=-2.3477 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 37 it 170 total=6.1063 mle=1.7028 pcon=4.6483 forget=2.0969 favg=-2.3418 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 37 it 220 total=5.8976 mle=1.4962 pcon=4.6476 forget=2.1092 favg=-2.3555 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 37 it 270 total=6.0797 mle=1.6879 pcon=4.6469 forget=2.1120 favg=-2.3672 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 37 it 320 total=6.3877 mle=1.9795 pcon=4.6464 forget=2.1193 favg=-2.3574 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 37 it 370 total=5.9854 mle=1.5852 pcon=4.6457 forget=2.1256 favg=-2.3711 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 38 it 30 total=6.3397 mle=1.8859 pcon=4.6451 forget=2.1037 favg=-2.2949 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 38 it 80 total=5.8864 mle=1.4561 pcon=4.6444 forget=2.1178 favg=-2.3320 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 38 it 130 total=5.9423 mle=1.5340 pcon=4.6438 forget=2.1298 favg=-2.3652 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 38 it 180 total=6.0587 mle=1.6281 pcon=4.6433 forget=2.1311 favg=-2.3438 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 38 it 230 total=5.9870 mle=1.5688 pcon=4.6427 forget=2.1389 favg=-2.3633 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 38 it 280 total=6.2923 mle=1.8175 pcon=4.6421 forget=2.1022 favg=-2.2695 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 38 it 330 total=5.9613 mle=1.5095 pcon=4.6415 forget=2.1267 favg=-2.3164 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 38 it 380 total=6.1730 mle=1.7530 pcon=4.6408 forget=2.1405 favg=-2.3613 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 39 it 40 total=6.1502 mle=1.7276 pcon=4.6403 forget=2.1495 favg=-2.3672 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 39 it 90 total=6.0272 mle=1.6001 pcon=4.6397 forget=2.1663 favg=-2.3789 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 39 it 140 total=6.1735 mle=1.7296 pcon=4.6391 forget=2.1524 favg=-2.3477 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 39 it 190 total=6.1224 mle=1.6361 pcon=4.6386 forget=2.1465 favg=-2.2988 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 39 it 240 total=5.9810 mle=1.5125 pcon=4.6381 forget=2.1274 favg=-2.2969 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 39 it 290 total=6.4735 mle=2.0232 pcon=4.6374 forget=2.1528 favg=-2.3398 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 39 it 340 total=6.2341 mle=1.7844 pcon=4.6370 forget=2.1643 favg=-2.3516 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 40 it 0 total=6.0469 mle=1.5398 pcon=4.6365 forget=2.1324 favg=-2.2617 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 40 it 50 total=6.0679 mle=1.5978 pcon=4.6359 forget=2.1545 favg=-2.3203 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 40 it 100 total=5.9237 mle=1.4595 pcon=4.6353 forget=2.1688 favg=-2.3398 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 40 it 150 total=5.9126 mle=1.4664 pcon=4.6347 forget=2.1748 favg=-2.3633 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 40 it 200 total=6.3546 mle=1.8933 pcon=4.6343 forget=2.1844 favg=-2.3574 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 40 it 250 total=6.1255 mle=1.6541 pcon=4.6338 forget=2.1755 favg=-2.3379 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 40 it 300 total=6.2622 mle=1.7930 pcon=4.6333 forget=2.1855 favg=-2.3496 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 40 it 350 total=6.1071 mle=1.6149 pcon=4.6328 forget=2.1680 favg=-2.3086 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 41 it 10 total=6.1328 mle=1.6483 pcon=4.6323 forget=2.1784 favg=-2.3262 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 41 it 60 total=6.3445 mle=1.8781 pcon=4.6318 forget=2.1959 favg=-2.3613 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 41 it 110 total=6.0759 mle=1.5908 pcon=4.6314 forget=2.1858 favg=-2.3320 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 41 it 160 total=6.1436 mle=1.6443 pcon=4.6310 forget=2.1945 favg=-2.3262 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 41 it 210 total=6.5945 mle=2.1187 pcon=4.6306 forget=2.2143 favg=-2.3691 nr=25 nf=25 protos=570 fproto_sim=NA
[loss] ep 41 it 260 total=6.2347 mle=1.7399 pcon=4.6302 forget=2.2103 favg=-2.3457 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 41 it 310 total=6.0279 mle=1.5538 pcon=4.6297 forget=2.2076 favg=-2.3633 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 41 it 360 total=6.2619 mle=1.7476 pcon=4.6292 forget=2.1917 favg=-2.3066 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 42 it 20 total=6.2725 mle=1.7767 pcon=4.6289 forget=2.2028 favg=-2.3359 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 42 it 70 total=6.1631 mle=1.6690 pcon=4.6284 forget=2.2134 favg=-2.3477 nr=35 nf=35 protos=570 fproto_sim=NA
 86%|████████▌ | 43/50 [28:24<04:08, 35.46s/it] 88%|████████▊ | 44/50 [28:59<03:31, 35.33s/it] 90%|█████████ | 45/50 [29:35<02:57, 35.52s/it] 92%|█████████▏| 46/50 [30:13<02:25, 36.29s/it] 94%|█████████▍| 47/50 [30:48<01:47, 35.84s/it] 96%|█████████▌| 48/50 [31:26<01:12, 36.30s/it] 98%|█████████▊| 49/50 [32:02<00:36, 36.27s/it]100%|██████████| 50/50 [32:40<00:00, 36.97s/it]100%|██████████| 50/50 [32:40<00:00, 39.22s/it]
[loss] ep 42 it 120 total=6.1206 mle=1.6087 pcon=4.6280 forget=2.2100 favg=-2.3262 nr=38 nf=38 protos=570 fproto_sim=NA
[loss] ep 42 it 170 total=6.0370 mle=1.5515 pcon=4.6276 forget=2.2134 favg=-2.3555 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 42 it 220 total=6.0739 mle=1.5684 pcon=4.6271 forget=2.2026 favg=-2.3242 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 42 it 270 total=6.1510 mle=1.6702 pcon=4.6267 forget=2.2252 favg=-2.3711 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 42 it 320 total=6.2051 mle=1.7031 pcon=4.6262 forget=2.2196 favg=-2.3438 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 42 it 370 total=6.0245 mle=1.5104 pcon=4.6258 forget=2.2067 favg=-2.3184 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 43 it 30 total=6.2861 mle=1.7325 pcon=4.6254 forget=2.1880 favg=-2.2598 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 43 it 80 total=6.2554 mle=1.7231 pcon=4.6250 forget=2.1964 favg=-2.2891 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 43 it 130 total=6.1971 mle=1.6986 pcon=4.6245 forget=2.2256 favg=-2.3516 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 43 it 180 total=6.2792 mle=1.7547 pcon=4.6241 forget=2.2149 favg=-2.3145 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 43 it 230 total=6.1167 mle=1.6246 pcon=4.6237 forget=2.2318 favg=-2.3633 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 43 it 280 total=6.3265 mle=1.8198 pcon=4.6234 forget=2.2369 favg=-2.3535 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 43 it 330 total=6.0809 mle=1.5478 pcon=4.6231 forget=2.2070 favg=-2.2969 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 43 it 380 total=5.9684 mle=1.4527 pcon=4.6227 forget=2.2230 favg=-2.3301 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 44 it 40 total=6.1535 mle=1.6446 pcon=4.6223 forget=2.2304 favg=-2.3438 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 44 it 90 total=6.2479 mle=1.7497 pcon=4.6220 forget=2.2591 favg=-2.3828 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 44 it 140 total=6.1880 mle=1.6791 pcon=4.6217 forget=2.2428 favg=-2.3555 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 44 it 190 total=6.0184 mle=1.5142 pcon=4.6213 forget=2.2521 favg=-2.3691 nr=40 nf=40 protos=570 fproto_sim=NA
[loss] ep 44 it 240 total=6.4469 mle=1.9251 pcon=4.6210 forget=2.2407 favg=-2.3398 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 44 it 290 total=6.3485 mle=1.8546 pcon=4.6206 forget=2.2678 favg=-2.3945 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 44 it 340 total=6.0562 mle=1.5393 pcon=4.6203 forget=2.2521 favg=-2.3555 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 45 it 0 total=6.0473 mle=1.5442 pcon=4.6200 forget=2.2738 favg=-2.3906 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 45 it 50 total=6.1000 mle=1.5615 pcon=4.6197 forget=2.2372 favg=-2.3184 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 45 it 100 total=6.1359 mle=1.6134 pcon=4.6193 forget=2.2645 favg=-2.3613 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 45 it 150 total=6.2562 mle=1.7232 pcon=4.6190 forget=2.2499 favg=-2.3359 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 45 it 200 total=6.4124 mle=1.8747 pcon=4.6187 forget=2.2588 favg=-2.3398 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 45 it 250 total=6.1216 mle=1.5911 pcon=4.6184 forget=2.2774 favg=-2.3652 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 45 it 300 total=6.4899 mle=1.9261 pcon=4.6181 forget=2.2503 favg=-2.3047 nr=24 nf=24 protos=570 fproto_sim=NA
[loss] ep 45 it 350 total=6.2048 mle=1.6788 pcon=4.6179 forget=2.2792 favg=-2.3711 nr=25 nf=25 protos=570 fproto_sim=NA
[loss] ep 46 it 10 total=6.0420 mle=1.5047 pcon=4.6176 forget=2.2674 favg=-2.3477 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 46 it 60 total=6.0362 mle=1.4951 pcon=4.6172 forget=2.2715 favg=-2.3477 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 46 it 110 total=6.2135 mle=1.6802 pcon=4.6168 forget=2.2680 favg=-2.3516 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 46 it 160 total=6.3802 mle=1.8440 pcon=4.6165 forget=2.2732 favg=-2.3535 nr=38 nf=38 protos=570 fproto_sim=NA
[loss] ep 46 it 210 total=6.0045 mle=1.4749 pcon=4.6161 forget=2.2806 favg=-2.3672 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 46 it 260 total=6.4786 mle=1.9243 pcon=4.6158 forget=2.2685 favg=-2.3301 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 46 it 310 total=6.4744 mle=1.9479 pcon=4.6156 forget=2.2976 favg=-2.3867 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 46 it 360 total=6.0930 mle=1.5361 pcon=4.6154 forget=2.2814 favg=-2.3398 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 47 it 20 total=6.3913 mle=1.8277 pcon=4.6152 forget=2.2766 favg=-2.3281 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 47 it 70 total=6.0176 mle=1.4730 pcon=4.6148 forget=2.2813 favg=-2.3516 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 47 it 120 total=6.0690 mle=1.4894 pcon=4.6146 forget=2.2658 favg=-2.3008 nr=38 nf=38 protos=570 fproto_sim=NA
[loss] ep 47 it 170 total=6.0756 mle=1.5256 pcon=4.6143 forget=2.2931 favg=-2.3574 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 47 it 220 total=6.1047 mle=1.5650 pcon=4.6140 forget=2.3046 favg=-2.3789 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 47 it 270 total=6.4681 mle=1.9144 pcon=4.6137 forget=2.2973 favg=-2.3574 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 47 it 320 total=6.4699 mle=1.8917 pcon=4.6134 forget=2.2890 favg=-2.3242 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 47 it 370 total=6.0403 mle=1.4673 pcon=4.6131 forget=2.3096 favg=-2.3496 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 48 it 30 total=6.3505 mle=1.7983 pcon=4.6127 forget=2.3106 favg=-2.3711 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 48 it 80 total=6.2369 mle=1.6701 pcon=4.6125 forget=2.2942 favg=-2.3398 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 48 it 130 total=6.3354 mle=1.7911 pcon=4.6121 forget=2.3110 favg=-2.3789 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 48 it 180 total=6.2834 mle=1.7174 pcon=4.6119 forget=2.3018 favg=-2.3477 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 48 it 230 total=6.3080 mle=1.7546 pcon=4.6116 forget=2.3149 favg=-2.3730 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 48 it 280 total=6.2682 mle=1.7092 pcon=4.6115 forget=2.3167 favg=-2.3691 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 48 it 330 total=6.1112 mle=1.5454 pcon=4.6113 forget=2.3021 favg=-2.3477 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 48 it 380 total=6.1700 mle=1.6066 pcon=4.6111 forget=2.3116 favg=-2.3594 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 49 it 40 total=6.4082 mle=1.8056 pcon=4.6109 forget=2.2866 favg=-2.2949 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 49 it 90 total=6.4981 mle=1.9373 pcon=4.6106 forget=2.3251 favg=-2.3750 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 49 it 140 total=6.1792 mle=1.6215 pcon=4.6104 forget=2.3203 favg=-2.3730 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 49 it 190 total=6.2804 mle=1.7287 pcon=4.6102 forget=2.3381 favg=-2.3965 nr=35 nf=35 protos=570 fproto_sim=NA
